timestamp,item_id,packet_size
1764770121.013253,15,758
1764770121.013353,279,1367
1764770121.013453,1000,98
1764770121.013553,2,1403
1764770121.013653,2,342
1764770121.013753,46,199
1764770121.013853,2,1339
1764770121.013953,47,185
1764770121.014053,1,1363
1764770121.014153,4,523
1764770121.014253,16,307
1764770121.014353,1000,1192
1764770121.014453,33,1364
1764770121.014553,2,112
1764770121.014653,8,862
1764770121.014753,114,1187
1764770121.014853,152,643
1764770121.014953,1000,311
1764770121.015053,11,1474
1764770121.015153,11,958
1764770121.015253,50,669
1764770121.015353,1,474
1764770121.015453,1000,973
1764770121.015553,1000,1315
1764770121.015653,1,199
1764770121.015753,1000,1221
1764770121.015853,1,182
1764770121.015953,1000,1483
1764770121.016053,2,982
1764770121.016153,109,250
1764770121.016253,230,631
1764770121.016353,2,1244
1764770121.016453,1000,1136
1764770121.016553,1000,742
1764770121.016653,14,1420
1764770121.016753,77,860
1764770121.016853,7,1028
1764770121.016953,9,121
1764770121.017053,4,285
1764770121.017153,3,321
1764770121.017253,22,326
1764770121.017353,1000,854
1764770121.017453,43,770
1764770121.017553,15,133
1764770121.017653,1000,102
1764770121.017753,16,111
1764770121.017853,70,726
1764770121.017953,11,347
1764770121.018053,87,926
1764770121.018153,6,573
1764770121.018253,86,1125
1764770121.018353,1000,945
1764770121.018453,1,308
1764770121.018553,147,1363
1764770121.018653,1,503
1764770121.018753,1000,311
1764770121.018853,1000,986
1764770121.018953,4,642
1764770121.019053,1000,1499
1764770121.019153,99,1455
1764770121.019253,32,1410
1764770121.019353,1000,1286
1764770121.019453,1000,258
1764770121.019553,2,74
1764770121.019653,29,913
1764770121.019753,4,286
1764770121.019853,4,399
1764770121.019953,1000,1419
1764770121.020053,6,596
1764770121.020153,12,305
1764770121.020253,372,1460
1764770121.020353,282,973
1764770121.020453,1000,451
1764770121.020553,512,778
1764770121.020653,1,1200
1764770121.020753,1000,399
1764770121.020853,17,767
1764770121.020953,13,893
1764770121.021053,1,1374
1764770121.021153,1000,798
1764770121.021253,1000,1192
1764770121.021353,53,617
1764770121.021453,6,591
1764770121.021553,1000,462
1764770121.021653,689,285
1764770121.021753,7,463
1764770121.021853,8,515
1764770121.021953,1000,521
1764770121.022053,1000,1473
1764770121.022153,2,538
1764770121.022253,98,345
1764770121.022353,1000,1368
1764770121.022453,45,1001
1764770121.022553,1000,1445
1764770121.022653,1,615
1764770121.022753,664,1333
1764770121.022853,12,853
1764770121.022953,5,967
1764770121.023053,5,984
1764770121.023153,1,344
1764770121.023253,6,318
1764770121.023353,4,588
1764770121.023453,2,1283
1764770121.023553,1000,685
1764770121.023653,2,541
1764770121.023753,15,1119
1764770121.023853,1000,43
1764770121.023953,1000,479
1764770121.024053,4,937
1764770121.024153,2,847
1764770121.024253,2,583
1764770121.024353,3,276
1764770121.024453,123,260
1764770121.024553,1000,406
1764770121.024653,16,983
1764770121.024753,3,1074
1764770121.024853,1000,512
1764770121.024953,577,675
1764770121.025053,6,1124
1764770121.025153,22,654
1764770121.025253,6,1310
1764770121.025353,34,691
1764770121.025453,1,332
1764770121.025553,32,1285
1764770121.025653,3,1034
1764770121.025753,1,228
1764770121.025853,2,895
1764770121.025953,1000,757
1764770121.026053,591,1362
1764770121.026153,46,709
1764770121.026253,643,1436
1764770121.026353,316,1474
1764770121.026453,20,702
1764770121.026553,9,486
1764770121.026653,3,502
1764770121.026753,1000,1372
1764770121.026853,1000,1083
1764770121.026953,1000,614
1764770121.027053,1000,1246
1764770121.027153,1000,1078
1764770121.027253,1000,439
1764770121.027353,1,1305
1764770121.027453,1,211
1764770121.027553,3,1053
1764770121.027653,1,571
1764770121.027753,3,1480
1764770121.027853,48,575
1764770121.027953,3,320
1764770121.028053,19,589
1764770121.028153,444,1243
1764770121.028253,2,1493
1764770121.028353,2,818
1764770121.028453,255,1401
1764770121.028553,32,998
1764770121.028653,104,568
1764770121.028753,12,88
1764770121.028853,36,308
1764770121.028953,791,341
1764770121.029053,1000,1443
1764770121.029153,1000,832
1764770121.029253,600,77
1764770121.029353,4,171
1764770121.029453,350,1395
1764770121.029553,11,1451
1764770121.029653,5,185
1764770121.029753,76,377
1764770121.029853,12,1276
1764770121.029953,86,788
1764770121.030053,164,1059
1764770121.030153,1000,187
1764770121.030253,2,119
1764770121.030353,1000,686
1764770121.030453,13,41
1764770121.030553,1,1320
1764770121.030653,1000,824
1764770121.030753,845,1415
1764770121.030853,2,329
1764770121.030953,1000,747
1764770121.031053,6,1058
1764770121.031153,7,937
1764770121.031253,1,1309
1764770121.031353,1000,298
1764770121.031453,1,874
1764770121.031553,521,1227
1764770121.031653,1,1434
1764770121.031753,1000,437
1764770121.031853,3,657
1764770121.031953,386,1147
1764770121.032053,2,1189
1764770121.032153,673,1413
1764770121.032253,13,1135
1764770121.032353,30,1027
1764770121.032453,1,548
1764770121.032553,72,268
1764770121.032653,1000,969
1764770121.032753,1,795
1764770121.032853,1000,1096
1764770121.032953,90,1427
1764770121.033053,115,686
1764770121.033153,1,1318
1764770121.033253,1,586
1764770121.033353,1000,1138
1764770121.033453,7,417
1764770121.033553,35,171
1764770121.033653,5,77
1764770121.033753,5,145
1764770121.033853,2,294
1764770121.033953,24,952
1764770121.034053,352,141
1764770121.034153,11,765
1764770121.034253,157,1331
1764770121.034353,7,1034
1764770121.034453,558,1261
1764770121.034553,1000,225
1764770121.034653,7,1178
1764770121.034753,2,485
1764770121.034853,72,1122
1764770121.034953,13,1131
1764770121.035053,226,1110
1764770121.035153,1000,172
1764770121.035253,445,1257
1764770121.035353,91,1020
1764770121.035453,11,634
1764770121.035553,1000,573
1764770121.035653,8,573
1764770121.035753,6,344
1764770121.035853,91,574
1764770121.035953,11,1445
1764770121.036053,1000,1479
1764770121.036153,9,380
1764770121.036253,45,790
1764770121.036353,1,1331
1764770121.036453,11,1018
1764770121.036553,351,934
1764770121.036653,5,1122
1764770121.036753,1,1158
1764770121.036853,1000,323
1764770121.036953,40,349
1764770121.037053,1000,246
1764770121.037153,29,396
1764770121.037253,1000,880
1764770121.037353,18,73
1764770121.037453,1,724
1764770121.037553,31,55
1764770121.037653,1000,942
1764770121.037753,7,514
1764770121.037853,133,716
1764770121.037953,18,1336
1764770121.038053,6,295
1764770121.038153,28,326
1764770121.038253,3,48
1764770121.038353,1000,1410
1764770121.038453,17,1180
1764770121.038553,254,877
1764770121.038653,99,314
1764770121.038753,2,145
1764770121.038853,99,899
1764770121.038953,33,92
1764770121.039053,1000,1316
1764770121.039153,1,1099
1764770121.039253,1000,56
1764770121.039353,1000,891
1764770121.039453,1000,1174
1764770121.039553,231,617
1764770121.039653,6,276
1764770121.039753,18,1479
1764770121.039853,1000,902
1764770121.039953,5,901
1764770121.040053,10,378
1764770121.040153,1000,518
1764770121.040253,11,1126
1764770121.040353,332,320
1764770121.040453,58,475
1764770121.040553,1,192
1764770121.040653,1000,936
1764770121.040753,1,398
1764770121.040853,362,751
1764770121.040953,161,1251
1764770121.041053,37,96
1764770121.041153,1000,188
1764770121.041253,161,1127
1764770121.041353,5,259
1764770121.041453,1000,1273
1764770121.041553,1,1405
1764770121.041653,153,286
1764770121.041753,323,150
1764770121.041853,1000,363
1764770121.041953,20,1101
1764770121.042053,405,1030
1764770121.042153,1000,1275
1764770121.042253,18,1158
1764770121.042353,1000,431
1764770121.042453,1000,809
1764770121.042553,15,1009
1764770121.042653,4,943
1764770121.042753,1000,180
1764770121.042853,157,1239
1764770121.042953,1000,675
1764770121.043053,229,833
1764770121.043153,1,981
1764770121.043253,9,314
1764770121.043353,3,1126
1764770121.043453,2,525
1764770121.043553,1,287
1764770121.043653,2,840
1764770121.043753,33,389
1764770121.043853,322,1427
1764770121.043953,28,1349
1764770121.044053,53,490
1764770121.044153,3,673
1764770121.044253,1,593
1764770121.044353,1,844
1764770121.044453,37,740
1764770121.044553,40,1282
1764770121.044653,92,258
1764770121.044753,1000,331
1764770121.044853,1000,1286
1764770121.044953,8,1264
1764770121.045053,9,747
1764770121.045153,1,1148
1764770121.045253,1000,276
1764770121.045353,1000,291
1764770121.045453,161,495
1764770121.045553,1000,345
1764770121.045653,12,418
1764770121.045753,672,814
1764770121.045853,2,1020
1764770121.045953,15,675
1764770121.046053,1000,1413
1764770121.046153,521,1162
1764770121.046253,67,834
1764770121.046353,1000,630
1764770121.046453,1000,120
1764770121.046553,9,1120
1764770121.046653,9,687
1764770121.046753,885,221
1764770121.046853,1000,388
1764770121.046953,360,1119
1764770121.047053,460,393
1764770121.047153,1,846
1764770121.047253,12,1371
1764770121.047353,3,1112
1764770121.047453,238,86
1764770121.047553,1000,312
1764770121.047653,52,628
1764770121.047753,1,998
1764770121.047853,3,1140
1764770121.047953,86,399
1764770121.048053,2,670
1764770121.048153,1,179
1764770121.048253,45,1399
1764770121.048353,908,1182
1764770121.048453,31,1361
1764770121.048553,3,426
1764770121.048653,11,1377
1764770121.048753,14,545
1764770121.048853,749,919
1764770121.048953,1000,186
1764770121.049053,1,701
1764770121.049153,27,245
1764770121.049253,7,533
1764770121.049353,1,1161
1764770121.049453,33,866
1764770121.049553,7,1293
1764770121.049653,11,909
1764770121.049753,1,645
1764770121.049853,36,387
1764770121.049953,12,1373
1764770121.050053,1000,325
1764770121.050153,8,1064
1764770121.050253,7,1273
1764770121.050353,1,1093
1764770121.050453,13,628
1764770121.050553,1000,451
1764770121.050653,3,999
1764770121.050753,1,121
1764770121.050853,160,815
1764770121.050953,1000,1318
1764770121.051053,1000,575
1764770121.051153,150,1216
1764770121.051253,47,1252
1764770121.051353,3,1087
1764770121.051453,46,1088
1764770121.051553,77,289
1764770121.051653,2,47
1764770121.051753,1,1384
1764770121.051853,1,821
1764770121.051953,37,196
1764770121.052053,2,920
1764770121.052153,477,78
1764770121.052253,93,969
1764770121.052353,1000,1078
1764770121.052453,48,1195
1764770121.052553,967,1125
1764770121.052653,1,1383
1764770121.052753,1000,448
1764770121.052853,25,963
1764770121.052953,3,1214
1764770121.053053,130,1332
1764770121.053153,940,399
1764770121.053253,1,158
1764770121.053353,1,763
1764770121.053453,1000,1197
1764770121.053553,1000,387
1764770121.053653,10,1084
1764770121.053753,181,583
1764770121.053853,8,330
1764770121.053953,234,780
1764770121.054053,1000,602
1764770121.054153,7,898
1764770121.054253,674,233
1764770121.054353,1,680
1764770121.054453,17,155
1764770121.054553,14,1090
1764770121.054653,1,1020
1764770121.054753,20,575
1764770121.054853,1000,1033
1764770121.054953,1,225
1764770121.055053,1000,909
1764770121.055153,1000,480
1764770121.055253,83,859
1764770121.055353,271,207
1764770121.055453,1,100
1764770121.055553,4,208
1764770121.055653,1,845
1764770121.055753,1000,1001
1764770121.055853,324,96
1764770121.055953,3,1079
1764770121.056053,923,266
1764770121.056153,2,851
1764770121.056253,5,748
1764770121.056353,2,227
1764770121.056453,293,994
1764770121.056553,397,948
1764770121.056653,6,1254
1764770121.056753,8,817
1764770121.056853,69,1337
1764770121.056953,1,131
1764770121.057053,1000,380
1764770121.057153,1000,160
1764770121.057253,5,1117
1764770121.057353,12,707
1764770121.057453,2,1471
1764770121.057553,388,1372
1764770121.057653,34,1192
1764770121.057753,408,1487
1764770121.057853,1000,1403
1764770121.057953,1000,1187
1764770121.058053,222,583
1764770121.058153,1,82
1764770121.058253,1,924
1764770121.058353,13,709
1764770121.058453,7,392
1764770121.058553,3,385
1764770121.058653,13,1334
1764770121.058753,1000,399
1764770121.058853,3,867
1764770121.058953,9,808
1764770121.059053,1000,875
1764770121.059153,1000,509
1764770121.059253,6,434
1764770121.059353,1,1054
1764770121.059453,1000,116
1764770121.059553,157,276
1764770121.059653,2,1002
1764770121.059753,58,95
1764770121.059853,1000,229
1764770121.059953,192,858
1764770121.060053,15,355
1764770121.060153,1000,959
1764770121.060253,1000,1461
1764770121.060353,1000,507
1764770121.060453,6,242
1764770121.060553,5,1338
1764770121.060653,1000,1109
1764770121.060753,1000,1032
1764770121.060853,1,822
1764770121.060953,1,499
1764770121.061053,1000,781
1764770121.061153,2,739
1764770121.061253,1000,622
1764770121.061353,1000,703
1764770121.061453,11,550
1764770121.061553,3,42
1764770121.061653,190,344
1764770121.061753,7,504
1764770121.061853,69,1425
1764770121.061953,1,1490
1764770121.062053,1,1349
1764770121.062153,1,347
1764770121.062253,1000,626
1764770121.062353,4,884
1764770121.062453,1000,336
1764770121.062553,131,852
1764770121.062653,3,1335
1764770121.062753,430,1168
1764770121.062853,21,390
1764770121.062953,39,510
1764770121.063053,1000,288
1764770121.063153,3,598
1764770121.063253,6,1104
1764770121.063353,1,731
1764770121.063453,1,1352
1764770121.063553,3,1215
1764770121.063653,6,1369
1764770121.063753,1000,212
1764770121.063853,41,825
1764770121.063953,16,708
1764770121.064053,180,1082
1764770121.064153,8,1419
1764770121.064253,1,60
1764770121.064353,83,198
1764770121.064453,3,1488
1764770121.064553,1000,294
1764770121.064653,354,1475
1764770121.064753,30,288
1764770121.064853,8,888
1764770121.064953,1,363
1764770121.065053,1000,624
1764770121.065153,1,1010
1764770121.065253,247,675
1764770121.065353,1000,1416
1764770121.065453,52,210
1764770121.065553,1,801
1764770121.065653,1000,1097
1764770121.065753,15,1304
1764770121.065853,1000,574
1764770121.065953,2,587
1764770121.066053,72,1299
1764770121.066153,51,1005
1764770121.066253,1000,103
1764770121.066353,9,1176
1764770121.066453,1,369
1764770121.066553,1000,667
1764770121.066653,1000,787
1764770121.066753,2,983
1764770121.066853,86,88
1764770121.066953,1000,471
1764770121.067053,7,376
1764770121.067153,8,1256
1764770121.067253,1000,751
1764770121.067353,666,780
1764770121.067453,5,799
1764770121.067553,1000,453
1764770121.067653,1000,135
1764770121.067753,8,570
1764770121.067853,1,1049
1764770121.067953,8,944
1764770121.068053,15,951
1764770121.068153,247,156
1764770121.068253,1000,1174
1764770121.068353,1,1019
1764770121.068453,1,369
1764770121.068553,2,195
1764770121.068653,1,258
1764770121.068753,374,403
1764770121.068853,15,103
1764770121.068953,1,248
1764770121.069053,1,257
1764770121.069153,1,936
1764770121.069253,1,1117
1764770121.069353,5,1459
1764770121.069453,1000,1329
1764770121.069553,18,816
1764770121.069653,23,43
1764770121.069753,58,1489
1764770121.069853,35,1147
1764770121.069953,1,390
1764770121.070053,13,1201
1764770121.070153,27,347
1764770121.070253,2,1312
1764770121.070353,1,1331
1764770121.070453,4,571
1764770121.070553,155,126
1764770121.070653,60,1157
1764770121.070753,57,112
1764770121.070853,24,262
1764770121.070953,4,528
1764770121.071053,1,132
1764770121.071153,221,73
1764770121.071253,1000,239
1764770121.071353,1,179
1764770121.071453,1000,837
1764770121.071553,1,505
1764770121.071653,9,429
1764770121.071753,2,737
1764770121.071853,1000,1171
1764770121.071953,1000,439
1764770121.072053,2,1382
1764770121.072153,42,767
1764770121.072253,13,728
1764770121.072353,7,1297
1764770121.072453,1000,1195
1764770121.072553,1,260
1764770121.072653,1000,1064
1764770121.072753,1,1173
1764770121.072853,1,858
1764770121.072953,15,622
1764770121.073053,105,1457
1764770121.073153,1,287
1764770121.073253,1000,1306
1764770121.073353,1,998
1764770121.073453,12,701
1764770121.073553,6,890
1764770121.073653,3,1289
1764770121.073753,6,126
1764770121.073853,1,1279
1764770121.073953,1,679
1764770121.074053,5,895
1764770121.074153,18,1264
1764770121.074253,100,169
1764770121.074353,1,1242
1764770121.074453,1000,729
1764770121.074553,56,505
1764770121.074653,2,538
1764770121.074753,2,802
1764770121.074853,1000,354
1764770121.074953,8,1459
1764770121.075053,1,375
1764770121.075153,692,309
1764770121.075253,1000,564
1764770121.075353,7,72
1764770121.075453,5,962
1764770121.075553,10,1102
1764770121.075653,1,565
1764770121.075753,1,903
1764770121.075853,1000,1236
1764770121.075953,4,1406
1764770121.076053,2,1064
1764770121.076153,2,284
1764770121.076253,1000,1164
1764770121.076353,10,601
1764770121.076453,348,530
1764770121.076553,1000,351
1764770121.076653,113,623
1764770121.076753,1000,1029
1764770121.076853,1000,743
1764770121.076953,36,896
1764770121.077053,97,1421
1764770121.077153,2,1371
1764770121.077253,2,460
1764770121.077353,52,594
1764770121.077453,219,748
1764770121.077553,3,1134
1764770121.077653,721,893
1764770121.077753,55,1276
1764770121.077853,1000,492
1764770121.077953,8,57
1764770121.078053,20,478
1764770121.078153,1000,675
1764770121.078253,1,938
1764770121.078353,4,161
1764770121.078453,211,303
1764770121.078553,1000,1354
1764770121.078653,60,164
1764770121.078753,555,245
1764770121.078853,1000,890
1764770121.078953,1000,1370
1764770121.079053,1,1363
1764770121.079153,13,488
1764770121.079253,25,723
1764770121.079353,18,136
1764770121.079453,1000,737
1764770121.079553,3,931
1764770121.079653,1000,1240
1764770121.079753,19,1427
1764770121.079853,800,693
1764770121.079953,1,1055
1764770121.080053,148,685
1764770121.080153,493,194
1764770121.080253,1000,1005
1764770121.080353,157,439
1764770121.080453,26,388
1764770121.080553,8,773
1764770121.080653,64,690
1764770121.080753,1,820
1764770121.080853,2,646
1764770121.080953,2,1068
1764770121.081053,41,517
1764770121.081153,401,1387
1764770121.081253,1,1291
1764770121.081353,3,694
1764770121.081453,77,83
1764770121.081553,1,231
1764770121.081653,23,891
1764770121.081753,8,870
1764770121.081853,8,1026
1764770121.081953,4,865
1764770121.082053,7,273
1764770121.082153,2,111
1764770121.082253,2,844
1764770121.082353,1000,1347
1764770121.082453,86,1305
1764770121.082553,1000,526
1764770121.082653,51,1146
1764770121.082753,641,207
1764770121.082853,1,1180
1764770121.082953,1000,542
1764770121.083053,4,1431
1764770121.083153,4,160
1764770121.083253,27,1173
1764770121.083353,1000,339
1764770121.083453,1,537
1764770121.083553,12,786
1764770121.083653,1000,220
1764770121.083753,110,1141
1764770121.083853,121,385
1764770121.083953,3,487
1764770121.084053,1000,882
1764770121.084153,1,1414
1764770121.084253,1,145
1764770121.084353,1,1394
1764770121.084453,9,367
1764770121.084553,1000,1136
1764770121.084653,3,719
1764770121.084753,58,1091
1764770121.084853,3,329
1764770121.084953,9,747
1764770121.085053,1,1252
1764770121.085153,457,499
1764770121.085253,1000,1482
1764770121.085353,1,1456
1764770121.085453,801,1299
1764770121.085553,1,1316
1764770121.085653,3,559
1764770121.085753,17,359
1764770121.085853,1000,1199
1764770121.085953,1000,664
1764770121.086053,1000,1003
1764770121.086153,1,884
1764770121.086253,31,475
1764770121.086353,1000,268
1764770121.086453,1,1423
1764770121.086553,4,1096
1764770121.086653,17,193
1764770121.086753,612,648
1764770121.086853,34,141
1764770121.086953,4,1455
1764770121.087053,12,455
1764770121.087153,1000,972
1764770121.087253,1000,1051
1764770121.087353,1000,807
1764770121.087453,15,93
1764770121.087553,17,1037
1764770121.087653,858,1043
1764770121.087753,355,1264
1764770121.087853,1,259
1764770121.087953,1,930
1764770121.088053,1000,1176
1764770121.088153,1000,812
1764770121.088253,1,318
1764770121.088353,1000,728
1764770121.088453,1,810
1764770121.088553,1000,995
1764770121.088653,2,873
1764770121.088753,31,1071
1764770121.088853,75,1475
1764770121.088953,1,361
1764770121.089053,4,402
1764770121.089153,2,840
1764770121.089253,1000,841
1764770121.089353,2,227
1764770121.089453,1,1413
1764770121.089553,99,834
1764770121.089653,12,686
1764770121.089753,30,1006
1764770121.089853,70,1352
1764770121.089953,1,60
1764770121.090053,52,234
1764770121.090153,1000,868
1764770121.090253,669,106
1764770121.090353,15,366
1764770121.090453,270,1319
1764770121.090553,1,514
1764770121.090653,9,908
1764770121.090753,1000,594
1764770121.090853,1,1446
1764770121.090953,584,910
1764770121.091053,1,1109
1764770121.091153,302,435
1764770121.091253,52,589
1764770121.091353,1000,204
1764770121.091453,243,40
1764770121.091553,30,500
1764770121.091653,1,1065
1764770121.091753,1000,890
1764770121.091853,9,470
1764770121.091953,1000,1499
1764770121.092053,4,1044
1764770121.092153,2,157
1764770121.092253,1000,1093
1764770121.092353,448,640
1764770121.092453,3,933
1764770121.092553,8,1005
1764770121.092653,93,525
1764770121.092753,91,949
1764770121.092853,125,881
1764770121.092953,28,1457
1764770121.093053,1,1281
1764770121.093153,1000,979
1764770121.093253,91,1304
1764770121.093353,3,597
1764770121.093453,134,1473
1764770121.093553,1000,1382
1764770121.093653,990,1298
1764770121.093753,24,1418
1764770121.093853,2,1114
1764770121.093953,3,991
1764770121.094053,5,741
1764770121.094153,37,181
1764770121.094253,13,582
1764770121.094353,1,719
1764770121.094453,689,500
1764770121.094553,1000,1438
1764770121.094653,1,828
1764770121.094753,1000,629
1764770121.094853,21,1077
1764770121.094953,15,844
1764770121.095053,1,374
1764770121.095153,1,1433
1764770121.095253,861,295
1764770121.095353,12,1320
1764770121.095453,2,968
1764770121.095553,10,1173
1764770121.095653,2,529
1764770121.095753,93,683
1764770121.095853,1,1107
1764770121.095953,1000,407
1764770121.096053,1000,533
1764770121.096153,31,64
1764770121.096253,17,836
1764770121.096353,1000,1027
1764770121.096453,1000,797
1764770121.096553,203,40
1764770121.096653,144,504
1764770121.096753,15,1410
1764770121.096853,1,1403
1764770121.096953,44,203
1764770121.097053,648,1486
1764770121.097153,3,401
1764770121.097253,1000,1282
1764770121.097353,1000,1429
1764770121.097453,1000,142
1764770121.097553,1000,353
1764770121.097653,4,147
1764770121.097753,27,898
1764770121.097853,1000,886
1764770121.097953,221,1110
1764770121.098053,20,924
1764770121.098153,140,291
1764770121.098253,1000,184
1764770121.098353,1000,1144
1764770121.098453,7,206
1764770121.098553,10,795
1764770121.098653,1,537
1764770121.098753,3,403
1764770121.098853,25,804
1764770121.098953,561,1351
1764770121.099053,141,477
1764770121.099153,9,444
1764770121.099253,662,907
1764770121.099353,1,658
1764770121.099453,110,815
1764770121.099553,1,646
1764770121.099653,527,1014
1764770121.099753,478,1203
1764770121.099853,1000,1255
1764770121.099953,1,1141
1764770121.100053,47,906
1764770121.100153,3,375
1764770121.100253,2,193
1764770121.100353,722,383
1764770121.100453,53,95
1764770121.100553,1000,1019
1764770121.100653,35,785
1764770121.100753,1,1498
1764770121.100853,1,85
1764770121.100953,3,566
1764770121.101053,1,647
1764770121.101153,11,106
1764770121.101253,4,1090
1764770121.101353,1,229
1764770121.101453,1000,1104
1764770121.101553,323,1209
1764770121.101653,2,1436
1764770121.101753,16,687
1764770121.101853,1,1146
1764770121.101953,1000,1124
1764770121.102053,1000,1243
1764770121.102153,1000,1090
1764770121.102253,17,1140
1764770121.102353,1,168
1764770121.102453,112,285
1764770121.102553,117,372
1764770121.102653,8,598
1764770121.102753,7,558
1764770121.102853,2,243
1764770121.102953,84,1325
1764770121.103053,11,311
1764770121.103153,2,147
1764770121.103253,2,1263
1764770121.103353,2,210
1764770121.103453,1,1147
1764770121.103553,20,676
1764770121.103653,5,1491
1764770121.103753,886,1032
1764770121.103853,5,637
1764770121.103953,1000,1463
1764770121.104053,3,650
1764770121.104153,3,1177
1764770121.104253,1000,1270
1764770121.104353,1,1072
1764770121.104453,83,134
1764770121.104553,20,414
1764770121.104653,1,614
1764770121.104753,1000,787
1764770121.104853,264,1095
1764770121.104953,232,515
1764770121.105053,1000,918
1764770121.105153,6,817
1764770121.105253,10,1150
1764770121.105353,16,1135
1764770121.105453,2,476
1764770121.105553,23,124
1764770121.105653,10,751
1764770121.105753,1,873
1764770121.105853,7,348
1764770121.105953,1,1307
1764770121.106053,203,912
1764770121.106153,5,1380
1764770121.106253,3,516
1764770121.106353,41,752
1764770121.106453,4,1385
1764770121.106553,6,920
1764770121.106653,283,181
1764770121.106753,1,264
1764770121.106853,857,309
1764770121.106953,4,1365
1764770121.107053,1000,1106
1764770121.107153,3,146
1764770121.107253,13,1276
1764770121.107353,1,948
1764770121.107453,15,651
1764770121.107553,1,848
1764770121.107653,139,628
1764770121.107753,1000,1383
1764770121.107853,20,218
1764770121.107953,16,895
1764770121.108053,1,412
1764770121.108153,8,947
1764770121.108253,6,729
1764770121.108353,1,260
1764770121.108453,54,1492
1764770121.108553,12,898
1764770121.108653,3,775
1764770121.108753,61,1067
1764770121.108853,1,401
1764770121.108953,1,1130
1764770121.109053,3,1343
1764770121.109153,2,306
1764770121.109253,1,1117
1764770121.109353,185,983
1764770121.109453,97,1158
1764770121.109553,1000,1168
1764770121.109653,1000,504
1764770121.109753,8,1324
1764770121.109853,1000,121
1764770121.109953,12,90
1764770121.110053,1,1410
1764770121.110153,1,403
1764770121.110253,2,253
1764770121.110353,1000,1113
1764770121.110453,7,500
1764770121.110553,1,309
1764770121.110653,2,522
1764770121.110753,337,471
1764770121.110853,1,663
1764770121.110953,139,85
1764770121.111053,132,1108
1764770121.111153,1000,618
1764770121.111253,1000,754
1764770121.111353,26,1125
1764770121.111453,21,992
1764770121.111553,1000,759
1764770121.111653,1,307
1764770121.111753,1000,1056
1764770121.111853,1,248
1764770121.111953,1000,293
1764770121.112053,1000,202
1764770121.112153,1000,41
1764770121.112253,1,147
1764770121.112353,1000,135
1764770121.112453,490,519
1764770121.112553,1000,184
1764770121.112653,1,1493
1764770121.112753,41,686
1764770121.112853,1000,201
1764770121.112953,146,1394
1764770121.113053,1,1160
1764770121.113153,4,1314
1764770121.113253,2,562
1764770121.113353,40,665
1764770121.113453,1000,418
1764770121.113553,1000,1395
1764770121.113653,12,1102
1764770121.113753,5,247
1764770121.113853,15,65
1764770121.113953,1000,676
1764770121.114053,4,710
1764770121.114153,1000,436
1764770121.114253,1000,502
1764770121.114353,1000,1194
1764770121.114453,1,1140
1764770121.114553,248,379
1764770121.114653,1,1121
1764770121.114753,3,532
1764770121.114853,1,595
1764770121.114953,1000,186
1764770121.115053,7,412
1764770121.115153,4,1417
1764770121.115253,7,1188
1764770121.115353,1,815
1764770121.115453,1000,1260
1764770121.115553,1000,931
1764770121.115653,1,466
1764770121.115753,1000,1312
1764770121.115853,6,271
1764770121.115953,364,1479
1764770121.116053,1,85
1764770121.116153,206,173
1764770121.116253,8,809
1764770121.116353,23,1389
1764770121.116453,1000,638
1764770121.116553,552,76
1764770121.116653,7,1193
1764770121.116753,1000,1392
1764770121.116853,1000,1270
1764770121.116953,1000,47
1764770121.117053,3,426
1764770121.117153,1,507
1764770121.117253,1000,396
1764770121.117353,360,870
1764770121.117453,2,1308
1764770121.117553,2,132
1764770121.117653,9,621
1764770121.117753,3,810
1764770121.117853,1000,150
1764770121.117953,43,780
1764770121.118053,1,1251
1764770121.118153,65,577
1764770121.118253,172,954
1764770121.118353,7,641
1764770121.118453,1000,607
1764770121.118553,256,1035
1764770121.118653,1,1004
1764770121.118753,2,861
1764770121.118853,1,167
1764770121.118953,1000,662
1764770121.119053,142,221
1764770121.119153,28,1142
1764770121.119253,6,747
1764770121.119353,18,1009
1764770121.119453,5,366
1764770121.119553,11,1352
1764770121.119653,100,1425
1764770121.119753,27,823
1764770121.119853,1,1393
1764770121.119953,31,922
1764770121.120053,1,375
1764770121.120153,1000,103
1764770121.120253,3,578
1764770121.120353,1,569
1764770121.120453,1000,1005
1764770121.120553,406,599
1764770121.120653,1000,789
1764770121.120753,2,362
1764770121.120853,5,306
1764770121.120953,65,861
1764770121.121053,3,377
1764770121.121153,1,581
1764770121.121253,14,283
1764770121.121353,212,1176
1764770121.121453,13,412
1764770121.121553,2,957
1764770121.121653,1000,1142
1764770121.121753,1,1138
1764770121.121853,1,281
1764770121.121953,1000,1048
1764770121.122053,97,567
1764770121.122153,1,672
1764770121.122253,1,334
1764770121.122353,1,1086
1764770121.122453,24,653
1764770121.122553,4,1097
1764770121.122653,191,626
1764770121.122753,8,464
1764770121.122853,255,96
1764770121.122953,297,966
1764770121.123053,1,1333
1764770121.123153,10,1151
1764770121.123253,7,599
1764770121.123353,3,818
1764770121.123453,4,1262
1764770121.123553,10,289
1764770121.123653,22,1267
1764770121.123753,62,1106
1764770121.123853,4,500
1764770121.123953,11,1421
1764770121.124053,1000,304
1764770121.124153,749,450
1764770121.124253,1,847
1764770121.124353,1,723
1764770121.124453,5,1427
